order_id,product_id,category,quantity,price
1221,P002,Electronics,2,199.0
1222,P005,Accessories,1,161.0
1223,P006,Home,2,143.0
1224,P002,Electronics,1,292.0
1225,P002,Electronics,2,55.0
1226,P003,Home,1,53.0
1227,P004,Accessories,2,71.5
1227,P004,Accessories,1,71.5
1228,P005,Accessories,1,243.0
1229,P006,Home,2,228.0
1230,P005,Accessories,2,203.0
1231,P006,Home,2,81.0
1231,P005,Accessories,1,81.0
1232,P001,Electronics,1,191.0
1233,P005,Accessories,2,74.5
1233,P005,Accessories,1,74.5
1234,P003,Home,1,183.0
1235,P002,Electronics,2,100.0
1235,P005,Accessories,1,100.0
1236,P001,Electronics,1,66.5
1236,P006,Home,1,66.5
1237,P005,Accessories,2,33.0
1237,P003,Home,1,33.0
1238,P003,Home,1,106.0
1238,P004,Accessories,1,106.0
1239,P005,Accessories,1,142.5
1240,P003,Home,2,93.0
1240,P003,Home,1,93.0
1241,P003,Home,2,89.0
1242,P006,Home,1,77.0
1242,P002,Electronics,1,77.0
1243,P005,Accessories,2,262.0
1244,P005,Accessories,1,101.5
1244,P005,Accessories,2,101.5
1245,P003,Home,1,45.5
1246,P003,Home,2,76.5
1246,P005,Accessories,1,76.5
1247,P006,Home,1,36.0
1248,P004,Accessories,1,274.0
1249,P004,Accessories,1,88.0
1250,P002,Electronics,2,92.0
1250,P006,Home,1,92.0
1251,P003,Home,2,160.0
1252,P004,Accessories,2,106.5
1253,P002,Electronics,2,139.0
1253,P006,Home,1,139.0
1254,P006,Home,2,245.0
1255,P003,Home,1,172.0
1256,P001,Electronics,1,95.0
1256,P002,Electronics,1,95.0
1257,P005,Accessories,2,265.0
1258,P002,Electronics,2,185.0
1259,P004,Accessories,1,204.0
1260,P003,Home,2,92.0
1261,P001,Electronics,2,123.0
1262,P005,Accessories,1,48.0
1262,P001,Electronics,1,48.0
1263,P003,Home,1,190.0
1264,P003,Home,1,137.0
1264,P005,Accessories,1,137.0
1265,P006,Home,1,121.0
1266,P002,Electronics,2,171.0
1267,P005,Accessories,2,127.5
1267,P003,Home,1,127.5
1268,P002,Electronics,2,100.0
1268,P006,Home,1,100.0
1269,P004,Accessories,2,69.5
1269,P001,Electronics,2,69.5
1270,P006,Home,1,106.0
1271,P003,Home,1,108.5
1271,P002,Electronics,2,108.5
1272,P001,Electronics,2,51.0
1272,P006,Home,1,51.0
1273,P001,Electronics,2,166.0
1274,P005,Accessories,1,124.0
1275,P005,Accessories,1,211.0
1276,P005,Accessories,2,118.0
1276,P001,Electronics,1,118.0
1277,P004,Accessories,1,201.0
1278,P001,Electronics,2,147.0
1278,P006,Home,2,147.0
1279,P004,Accessories,2,56.0
1279,P006,Home,1,56.0
1280,P003,Home,2,98.0
1281,P005,Accessories,1,113.0
1281,P002,Electronics,1,113.0
1282,P003,Home,1,238.0
1283,P002,Electronics,2,136.5
1283,P001,Electronics,1,136.5
1284,P002,Electronics,2,86.0
1284,P006,Home,2,86.0
1285,P002,Electronics,2,39.0
1285,P005,Accessories,2,39.0
1286,P004,Accessories,2,193.0
1287,P003,Home,2,127.0
1288,P006,Home,2,269.0
1289,P003,Home,2,56.0
1289,P005,Accessories,1,56.0
1290,P001,Electronics,1,104.0
1291,P006,Home,1,260.0
1292,P005,Accessories,1,136.0
1293,P003,Home,1,142.0
1294,P006,Home,1,116.0
1295,P006,Home,2,121.0
1296,P004,Accessories,2,50.0
1296,P006,Home,2,50.0
1297,P002,Electronics,2,42.0
1298,P004,Accessories,1,142.0
1298,P006,Home,2,142.0
1299,P004,Accessories,1,262.0
1300,P002,Electronics,2,56.0
1301,P006,Home,2,161.0
1302,P002,Electronics,1,118.5
1302,P003,Home,1,118.5
1303,P001,Electronics,1,89.5
1304,P002,Electronics,1,86.0
1305,P002,Electronics,2,137.5
1305,P006,Home,2,137.5
1306,P002,Electronics,2,135.0
1307,P006,Home,1,207.0
1308,P001,Electronics,2,81.5
1308,P005,Accessories,2,81.5
1309,P001,Electronics,1,286.0
1310,P003,Home,1,71.0
1311,P002,Electronics,2,235.0
1312,P004,Accessories,2,43.0
1312,P003,Home,1,43.0
1313,P001,Electronics,2,91.0
1314,P004,Accessories,1,107.0
1314,P005,Accessories,1,107.0
1315,P002,Electronics,1,77.5
1315,P001,Electronics,2,77.5
1316,P001,Electronics,2,80.0
1317,P002,Electronics,1,61.0
1318,P005,Accessories,1,222.0
1319,P005,Accessories,1,171.0
1320,P004,Accessories,1,156.0
1321,P004,Accessories,1,75.0
1322,P006,Home,1,213.0
1323,P004,Accessories,1,103.0
1324,P004,Accessories,1,105.0
1325,P001,Electronics,1,98.5
1325,P006,Home,2,98.5
1326,P004,Accessories,2,130.0
1327,P003,Home,1,275.0
1328,P002,Electronics,2,61.0
1328,P006,Home,1,61.0
1329,P001,Electronics,2,133.0
1329,P001,Electronics,1,133.0
1330,P005,Accessories,1,37.0
1330,P004,Accessories,1,37.0
1331,P001,Electronics,1,139.0
1331,P006,Home,1,139.0
1332,P006,Home,1,75.5
1332,P004,Accessories,1,75.5
1333,P005,Accessories,1,236.0
1334,P001,Electronics,2,53.0
1334,P004,Accessories,2,53.0
1335,P004,Accessories,2,129.0
1336,P004,Accessories,1,99.0
1336,P004,Accessories,2,99.0
1337,P006,Home,1,128.5
1337,P004,Accessories,1,128.5
1338,P003,Home,1,69.0
1338,P005,Accessories,1,69.0
1339,P006,Home,2,282.0
1340,P005,Accessories,2,32.5
1341,P005,Accessories,1,92.0
1341,P006,Home,2,92.0
1342,P006,Home,1,93.0
1342,P004,Accessories,2,93.0
1343,P003,Home,1,132.0
1344,P001,Electronics,2,82.5
1344,P006,Home,2,82.5
1345,P005,Accessories,1,141.5
1345,P001,Electronics,2,141.5
1346,P004,Accessories,2,100.5
1346,P006,Home,1,100.5
1347,P004,Accessories,2,90.0
1347,P001,Electronics,2,90.0
1348,P002,Electronics,2,78.5
1348,P003,Home,2,78.5
1349,P002,Electronics,1,263.0
1350,P006,Home,1,65.0
1351,P005,Accessories,2,121.5
1351,P005,Accessories,1,121.5
1352,P002,Electronics,1,207.0
1353,P001,Electronics,2,104.5
1353,P004,Accessories,2,104.5
1354,P003,Home,1,146.5
1354,P004,Accessories,1,146.5
1355,P004,Accessories,1,294.0
1356,P001,Electronics,2,170.0
1357,P001,Electronics,1,114.0
1358,P005,Accessories,2,191.0
1359,P004,Accessories,2,202.0
1360,P005,Accessories,1,98.0
1361,P002,Electronics,2,299.0
1362,P005,Accessories,1,44.0
1362,P004,Accessories,1,44.0
1363,P002,Electronics,2,55.5
1364,P005,Accessories,2,101.0
1365,P004,Accessories,2,56.0
1365,P003,Home,1,56.0
1366,P004,Accessories,2,79.5
1366,P001,Electronics,1,79.5
1367,P002,Electronics,2,267.0
1368,P002,Electronics,1,54.0
1369,P001,Electronics,2,29.0
1369,P003,Home,1,29.0
1370,P003,Home,1,172.0
1371,P004,Accessories,1,111.0
1372,P004,Accessories,1,279.0
1373,P001,Electronics,1,117.0
1374,P004,Accessories,2,154.0
1375,P006,Home,2,93.0
1375,P001,Electronics,1,93.0
1376,P001,Electronics,2,58.0
1377,P002,Electronics,1,118.0
1378,P004,Accessories,1,43.5
1378,P003,Home,2,43.5
1379,P001,Electronics,2,97.5
1379,P006,Home,1,97.5
1380,P005,Accessories,2,38.5
1381,P006,Home,2,89.0
1382,P006,Home,2,82.0
1382,P002,Electronics,2,82.0
1383,P006,Home,1,44.5
1384,P006,Home,1,64.5
1384,P004,Accessories,1,64.5
1385,P004,Accessories,1,108.0
1386,P003,Home,1,138.0
1387,P003,Home,1,102.0
1387,P004,Accessories,2,102.0
1388,P001,Electronics,2,142.0
1388,P004,Accessories,1,142.0
1389,P003,Home,2,40.0
1389,P006,Home,1,40.0
1390,P003,Home,1,115.0
1390,P001,Electronics,2,115.0
1391,P006,Home,2,270.0
1392,P002,Electronics,2,47.5
1392,P004,Accessories,2,47.5
1393,P005,Accessories,1,153.0
1394,P002,Electronics,1,212.0
1395,P003,Home,1,123.0
1396,P002,Electronics,2,135.5
1396,P005,Accessories,2,135.5
1397,P006,Home,2,58.5
1397,P004,Accessories,1,58.5
1398,P001,Electronics,1,97.0
1399,P002,Electronics,2,133.5
1399,P005,Accessories,2,133.5
1400,P001,Electronics,1,126.5
1400,P002,Electronics,2,126.5
1401,P004,Accessories,2,253.0
1402,P002,Electronics,1,80.0
1402,P003,Home,1,80.0
1403,P002,Electronics,2,132.0
1403,P002,Electronics,1,132.0
1404,P003,Home,2,39.0
1404,P005,Accessories,1,39.0
1405,P005,Accessories,1,282.0
1406,P005,Accessories,1,62.0
1406,P002,Electronics,2,62.0
1407,P006,Home,2,255.0
1408,P003,Home,2,244.0
1409,P001,Electronics,2,96.0
1410,P005,Accessories,1,196.0
1411,P003,Home,2,50.0
1412,P005,Accessories,2,119.0
1412,P003,Home,1,119.0
1413,P003,Home,2,64.0
1414,P001,Electronics,2,133.0
1414,P005,Accessories,2,133.0
1415,P004,Accessories,1,76.0
1416,P002,Electronics,2,142.0
1417,P002,Electronics,1,180.0
1418,P002,Electronics,1,87.5
1418,P004,Accessories,2,87.5
1419,P002,Electronics,1,215.0
1420,P001,Electronics,1,294.0
1421,P002,Electronics,1,113.0
1422,P006,Home,2,67.0
1423,P005,Accessories,1,47.0
1423,P005,Accessories,2,47.0
1424,P003,Home,2,185.0
1425,P005,Accessories,1,194.0
1426,P002,Electronics,1,64.5
1426,P003,Home,1,64.5
1427,P002,Electronics,2,125.5
1427,P005,Accessories,1,125.5
1428,P004,Accessories,1,25.5
1428,P002,Electronics,2,25.5
1429,P002,Electronics,2,207.0
1430,P005,Accessories,2,215.0
1431,P003,Home,2,291.0
1432,P006,Home,2,221.0
1433,P001,Electronics,1,86.0
1433,P004,Accessories,2,86.0
1434,P003,Home,1,152.0
1435,P003,Home,1,253.0
1436,P003,Home,2,55.5
1436,P005,Accessories,2,55.5
1437,P005,Accessories,2,126.0
1437,P002,Electronics,2,126.0
1438,P002,Electronics,1,71.0
1439,P005,Accessories,2,90.0
1440,P005,Accessories,1,129.5
1440,P006,Home,1,129.5
1441,P001,Electronics,1,37.0
1441,P005,Accessories,1,37.0
1442,P006,Home,2,52.0
1442,P005,Accessories,1,52.0
1443,P006,Home,1,84.0
1443,P005,Accessories,2,84.0
1444,P003,Home,2,131.0
1445,P004,Accessories,2,86.0
1446,P006,Home,1,102.5
1446,P004,Accessories,1,102.5
1447,P005,Accessories,1,142.0
1448,P002,Electronics,2,184.0
1449,P006,Home,1,117.5
1449,P001,Electronics,2,117.5
1450,P003,Home,2,53.0
1451,P006,Home,2,226.0
1452,P006,Home,2,147.0
1453,P006,Home,1,213.0
1454,P005,Accessories,2,117.5
1454,P001,Electronics,2,117.5
1455,P002,Electronics,2,286.0
1456,P003,Home,2,137.0
1456,P006,Home,1,137.0
1457,P003,Home,2,136.0
1458,P006,Home,1,25.5
1458,P001,Electronics,2,25.5
1459,P004,Accessories,1,147.5
1459,P001,Electronics,1,147.5
1460,P005,Accessories,2,297.0
1461,P001,Electronics,1,172.0
1462,P003,Home,2,212.0
1463,P001,Electronics,1,200.0
1464,P002,Electronics,2,122.0
1464,P003,Home,2,122.0
1465,P002,Electronics,1,142.0
1466,P006,Home,1,69.0
1467,P002,Electronics,1,113.0
1468,P005,Accessories,1,156.0
1469,P006,Home,2,98.0
1470,P004,Accessories,1,128.0
1470,P003,Home,1,128.0
1471,P001,Electronics,2,197.0
1472,P005,Accessories,1,43.0
1472,P001,Electronics,1,43.0
1473,P002,Electronics,1,168.0
1474,P004,Accessories,2,54.0
1474,P001,Electronics,1,54.0
1475,P004,Accessories,1,283.0
1476,P006,Home,2,46.0
1476,P001,Electronics,2,46.0
1477,P005,Accessories,1,39.0
1477,P004,Accessories,2,39.0
1478,P005,Accessories,1,220.0
1479,P001,Electronics,1,66.5
1479,P001,Electronics,2,66.5
1480,P005,Accessories,1,101.0
1481,P003,Home,2,134.0
1482,P005,Accessories,2,72.5
1482,P006,Home,1,72.5
1483,P004,Accessories,2,242.0
1484,P003,Home,2,251.0
1485,P004,Accessories,1,185.0
1486,P004,Accessories,1,60.5
1486,P002,Electronics,2,60.5
1487,P003,Home,1,40.0
1487,P005,Accessories,2,40.0
1488,P006,Home,2,154.0
1489,P003,Home,2,241.0
1490,P003,Home,1,109.0
1490,P002,Electronics,2,109.0
1491,P004,Accessories,1,147.0
1491,P001,Electronics,2,147.0
1492,P005,Accessories,1,58.5
1493,P001,Electronics,2,90.5
1493,P001,Electronics,1,90.5
1494,P004,Accessories,2,131.0
1495,P006,Home,2,124.0
1496,P001,Electronics,2,262.0
1497,P001,Electronics,1,124.0
1497,P006,Home,1,124.0
1498,P002,Electronics,2,210.0
1499,P004,Accessories,1,221.0
1500,P004,Accessories,2,249.0
1501,P006,Home,1,134.0
1502,P006,Home,1,205.0
1503,P004,Accessories,1,30.5
1503,P002,Electronics,1,30.5
1504,P001,Electronics,1,138.5
1504,P002,Electronics,2,138.5
1505,P002,Electronics,1,95.0
1506,P006,Home,2,35.0
1506,P005,Accessories,2,35.0
1507,P001,Electronics,1,83.0
1507,P002,Electronics,2,83.0
1508,P001,Electronics,1,50.0
1508,P003,Home,1,50.0
1509,P003,Home,1,131.5
1509,P002,Electronics,2,131.5
1510,P003,Home,2,245.0
1511,P004,Accessories,2,103.0
1511,P002,Electronics,2,103.0
1512,P002,Electronics,1,103.5
1512,P003,Home,1,103.5
1513,P006,Home,2,138.0
1514,P001,Electronics,2,157.0
1515,P004,Accessories,1,120.0
1516,P002,Electronics,2,233.0
1517,P002,Electronics,2,56.0
1518,P006,Home,1,155.0
1519,P002,Electronics,1,199.0
1520,P006,Home,1,58.0
1521,P004,Accessories,1,174.0
1522,P002,Electronics,1,101.5
1522,P004,Accessories,1,101.5
1523,P002,Electronics,1,201.0
1524,P005,Accessories,1,125.5
1524,P003,Home,2,125.5
1525,P005,Accessories,1,274.0
1526,P006,Home,2,138.0
1526,P002,Electronics,2,138.0
1527,P005,Accessories,2,198.0
1528,P001,Electronics,1,192.0
1529,P001,Electronics,1,93.5
1529,P004,Accessories,1,93.5
1530,P002,Electronics,2,234.0
1531,P005,Accessories,2,195.0
1532,P006,Home,2,108.0
1532,P006,Home,1,108.0
1533,P002,Electronics,1,36.5
1533,P006,Home,2,36.5
1534,P004,Accessories,1,151.0
1535,P001,Electronics,2,287.0
1536,P004,Accessories,1,213.0
1537,P001,Electronics,1,172.0
1538,P003,Home,2,49.0
1538,P004,Accessories,1,49.0
1539,P001,Electronics,1,209.0
1540,P002,Electronics,2,147.5
1540,P005,Accessories,2,147.5
1541,P001,Electronics,1,135.0
1542,P004,Accessories,1,151.0
1543,P001,Electronics,1,39.5
1543,P006,Home,1,39.5
1544,P002,Electronics,2,85.0
1545,P005,Accessories,2,96.0
1546,P006,Home,2,239.0
1547,P003,Home,2,185.0
1548,P006,Home,2,143.0
1548,P002,Electronics,2,143.0
1549,P003,Home,2,27.0
1549,P003,Home,1,27.0
1550,P006,Home,1,170.0
1551,P006,Home,1,99.5
1551,P003,Home,2,99.5
1552,P003,Home,2,147.0
1552,P002,Electronics,1,147.0
1553,P005,Accessories,2,191.0
1554,P001,Electronics,1,286.0
1555,P004,Accessories,2,298.0
1556,P006,Home,1,200.0
1557,P002,Electronics,2,55.0
1558,P005,Accessories,2,109.0
1559,P002,Electronics,1,98.0
1560,P004,Accessories,2,84.0
1561,P004,Accessories,2,91.5
1561,P004,Accessories,1,91.5
1562,P004,Accessories,2,192.0
1563,P006,Home,2,89.5
1563,P003,Home,2,89.5
1564,P005,Accessories,2,59.0
1565,P005,Accessories,1,51.5
1565,P006,Home,2,51.5
1566,P004,Accessories,1,57.0
1566,P001,Electronics,1,57.0
1567,P006,Home,2,180.0
1568,P001,Electronics,1,83.0
1568,P006,Home,2,83.0
1569,P005,Accessories,1,117.0
1570,P002,Electronics,2,80.0
1571,P002,Electronics,1,109.0
1572,P005,Accessories,1,92.0
1573,P003,Home,1,130.0
1573,P004,Accessories,1,130.0
1574,P004,Accessories,2,211.0
1575,P003,Home,2,113.5
1575,P002,Electronics,1,113.5
1576,P005,Accessories,1,250.0
1577,P002,Electronics,2,122.0
1578,P001,Electronics,1,28.0
1578,P006,Home,2,28.0
1579,P005,Accessories,2,89.0
1580,P002,Electronics,1,50.5
1580,P002,Electronics,2,50.5
1581,P001,Electronics,1,227.0
1582,P005,Accessories,1,276.0
1583,P003,Home,1,31.5
1584,P001,Electronics,2,116.0
1584,P005,Accessories,2,116.0
1585,P001,Electronics,2,295.0
1586,P003,Home,2,264.0
1587,P006,Home,1,114.0
1588,P005,Accessories,1,262.0
1589,P006,Home,2,276.0
1590,P005,Accessories,1,198.0
1591,P005,Accessories,2,245.0
1592,P006,Home,2,281.0
1593,P006,Home,2,107.5
1593,P006,Home,1,107.5
1594,P001,Electronics,2,81.0
1594,P003,Home,2,81.0
1595,P003,Home,2,109.0
1595,P002,Electronics,2,109.0
1596,P004,Accessories,1,146.0
1597,P002,Electronics,1,126.0
1597,P002,Electronics,2,126.0
1598,P006,Home,1,263.0
