order_id,order_date,customer_id,country,revenue,shipping_cost,refund_amount
1053,2026-01-08,C610,Germany,87,12,0.0
1054,2026-01-09,C124,UK,289,5,0.0
1055,2026-01-09,C660,UK,119,17,0.0
1056,2026-01-09,C511,UK,213,7,0.0
1057,2026-01-09,C489,USA,197,11,39.400000000000006
1058,2026-01-09,C641,UK,217,11,0.0
1059,2026-01-09,C151,UK,269,13,0.0
1060,2026-01-09,C263,Germany,271,14,0.0
1061,2026-01-10,C2,USA,293,16,0.0
1062,2026-01-10,C453,USA,97,18,19.4
1063,2026-01-10,C9,USA,209,15,0.0
1064,2026-01-10,C208,UK,148,7,29.6
1065,2026-01-10,C120,USA,197,12,0.0
1066,2026-01-11,C420,Germany,124,5,24.8
1067,2026-01-11,C227,Germany,153,8,0.0
1068,2026-01-11,C338,Germany,266,7,0.0
1069,2026-01-11,C681,USA,103,7,20.6
1070,2026-01-11,C277,UK,117,5,0.0
1071,2026-01-11,C33,UK,244,5,48.8
1072,2026-01-11,C22,Germany,164,10,0.0
1073,2026-01-11,C365,UK,207,10,0.0
1074,2026-01-12,C798,USA,76,6,0.0
1075,2026-01-12,C481,USA,77,19,15.4
1076,2026-01-12,C547,USA,110,7,22.0
1077,2026-01-12,C158,USA,66,16,13.2
1078,2026-01-12,C99,USA,95,9,0.0
1079,2026-01-12,C497,Germany,86,12,0.0
1080,2026-01-12,C700,USA,230,19,0.0
1081,2026-01-13,C161,UK,240,17,0.0
1082,2026-01-13,C735,Germany,177,6,0.0
1083,2026-01-13,C686,Germany,107,7,21.4
1084,2026-01-13,C663,Germany,81,19,0.0
1085,2026-01-13,C386,Germany,176,15,0.0
1086,2026-01-13,C393,UK,66,12,0.0
1087,2026-01-13,C682,UK,295,11,0.0
1088,2026-01-13,C408,USA,75,7,0.0
1089,2026-01-14,C36,USA,299,11,0.0
1090,2026-01-14,C512,Germany,69,5,13.8
1091,2026-01-14,C471,UK,193,18,38.6
1092,2026-01-14,C727,UK,141,6,0.0
1093,2026-01-14,C698,UK,135,7,0.0
1094,2026-01-14,C314,Germany,239,17,0.0
1095,2026-01-14,C682,Germany,135,5,27.0
1096,2026-01-14,C444,USA,64,10,0.0
1097,2026-01-15,C620,USA,57,9,11.4
1098,2026-01-15,C350,UK,152,8,0.0
1099,2026-01-15,C656,USA,148,11,29.6
1100,2026-01-15,C670,UK,163,16,0.0
1101,2026-01-15,C787,Germany,194,12,0.0
1102,2026-01-16,C791,UK,278,14,0.0
1103,2026-01-16,C641,Germany,186,16,0.0
1104,2026-01-16,C96,Germany,171,5,0.0
1105,2026-01-16,C237,USA,167,13,33.4
1106,2026-01-16,C704,UK,178,17,0.0
1107,2026-01-16,C247,UK,118,10,0.0
1108,2026-01-17,C86,USA,203,7,0.0
1109,2026-01-17,C69,UK,78,18,15.6
1110,2026-01-17,C453,Germany,290,18,0.0
1111,2026-01-17,C612,USA,267,9,0.0
1112,2026-01-17,C762,Germany,271,9,0.0
1113,2026-01-17,C180,UK,295,9,59.0
1114,2026-01-17,C442,USA,187,14,0.0
1115,2026-01-17,C516,UK,297,9,0.0
1116,2026-01-18,C160,UK,290,16,58.0
1117,2026-01-18,C690,UK,133,12,26.6
1118,2026-01-18,C691,UK,173,5,0.0
1119,2026-01-18,C577,USA,150,16,0.0
1120,2026-01-18,C556,USA,217,14,0.0
1121,2026-01-18,C302,Germany,190,16,0.0
1122,2026-01-19,C727,USA,292,6,0.0
1123,2026-01-19,C602,Germany,139,12,0.0
1124,2026-01-19,C196,Germany,211,7,0.0
1125,2026-01-19,C75,USA,294,6,0.0
1126,2026-01-19,C277,USA,169,8,0.0
1127,2026-01-19,C457,UK,298,8,0.0
1128,2026-01-19,C548,Germany,226,7,45.2
1129,2026-01-19,C664,UK,290,11,58.0
1130,2026-01-19,C369,UK,239,9,47.8
1131,2026-01-20,C798,USA,72,13,0.0
1132,2026-01-20,C729,Germany,162,18,32.4
1133,2026-01-20,C177,USA,190,15,0.0
1134,2026-01-20,C265,UK,282,7,56.400000000000006
1135,2026-01-20,C384,UK,77,18,0.0
1136,2026-01-20,C69,UK,299,19,59.8
1137,2026-01-20,C469,USA,189,13,37.8
1138,2026-01-20,C109,USA,200,13,0.0
1139,2026-01-20,C398,UK,91,14,0.0
1140,2026-01-21,C733,UK,182,7,0.0
1141,2026-01-21,C588,USA,124,6,0.0
1142,2026-01-21,C253,Germany,123,14,24.6
1143,2026-01-21,C168,Germany,56,18,0.0
1144,2026-01-21,C634,Germany,186,6,0.0
1145,2026-01-21,C422,UK,54,17,0.0
1146,2026-01-22,C657,UK,114,10,22.8
1147,2026-01-22,C132,Germany,120,13,0.0
1148,2026-01-22,C182,UK,208,7,0.0
1149,2026-01-22,C531,UK,140,14,0.0
1150,2026-01-22,C653,Germany,175,7,0.0
1151,2026-01-22,C660,USA,269,18,0.0
1152,2026-01-22,C1,UK,176,13,0.0
1153,2026-01-22,C505,UK,254,16,0.0
1154,2026-01-22,C117,Germany,162,13,32.4
1155,2026-01-23,C173,USA,93,17,18.6
1156,2026-01-23,C213,UK,96,9,19.200000000000003
1157,2026-01-23,C659,USA,278,8,0.0
1158,2026-01-23,C305,Germany,195,19,0.0
1159,2026-01-23,C373,Germany,192,19,0.0
1160,2026-01-23,C471,USA,167,7,33.4
1161,2026-01-24,C784,Germany,61,14,12.2
1162,2026-01-24,C373,Germany,253,12,50.6
1163,2026-01-24,C648,Germany,141,8,0.0
1164,2026-01-24,C732,USA,109,6,21.8
1165,2026-01-24,C502,UK,90,8,18.0
1166,2026-01-24,C724,USA,194,13,0.0
1167,2026-01-24,C558,UK,269,17,0.0
1168,2026-01-25,C256,USA,183,6,0.0
1169,2026-01-25,C10,Germany,96,13,0.0
1170,2026-01-25,C5,UK,291,15,0.0
1171,2026-01-25,C65,Germany,297,5,0.0
1172,2026-01-25,C779,USA,273,19,0.0
1173,2026-01-25,C795,USA,75,19,0.0
1174,2026-01-25,C105,UK,254,5,0.0
1175,2026-01-25,C518,USA,178,9,35.6
1176,2026-01-25,C771,USA,246,19,0.0
1177,2026-01-26,C458,UK,102,9,0.0
1178,2026-01-26,C457,Germany,194,9,0.0
1179,2026-01-26,C717,Germany,50,7,0.0
1180,2026-01-26,C34,UK,242,5,48.400000000000006
1181,2026-01-26,C250,Germany,121,11,0.0
1182,2026-01-26,C306,USA,231,10,0.0
1183,2026-01-26,C734,UK,103,16,0.0
1184,2026-01-26,C767,UK,106,5,21.200000000000003
1185,2026-01-26,C578,UK,200,19,0.0
1186,2026-01-27,C764,Germany,152,10,30.4
1187,2026-01-27,C798,UK,87,6,0.0
1188,2026-01-27,C308,USA,140,7,0.0
1189,2026-01-27,C335,Germany,215,5,43.0
1190,2026-01-27,C81,USA,296,14,0.0
1191,2026-01-27,C184,USA,78,8,0.0
1192,2026-01-27,C69,Germany,123,5,24.6
1193,2026-01-28,C747,UK,243,17,0.0
1194,2026-01-28,C111,USA,289,15,0.0
1195,2026-01-28,C95,UK,200,11,40.0
1196,2026-01-28,C360,USA,167,12,33.4
1197,2026-01-28,C93,Germany,244,7,0.0
1198,2026-01-28,C403,USA,110,14,0.0
1199,2026-01-28,C682,USA,54,6,10.8
1200,2026-01-28,C513,USA,71,9,0.0
1201,2026-01-28,C46,Germany,282,16,0.0
1202,2026-01-29,C73,Germany,127,14,0.0
1203,2026-01-29,C214,UK,298,19,0.0
1204,2026-01-29,C48,USA,105,18,0.0
1205,2026-01-29,C257,USA,130,14,26.0
1206,2026-01-29,C719,UK,148,17,29.6
1207,2026-01-30,C216,Germany,77,11,0.0
1208,2026-01-30,C699,UK,158,14,0.0
1209,2026-01-30,C750,UK,56,7,0.0
1210,2026-01-30,C274,Germany,288,16,0.0
1211,2026-01-30,C15,USA,87,7,0.0
1212,2026-01-30,C714,UK,168,9,33.6
1213,2026-01-31,C474,Germany,66,11,0.0
1214,2026-01-31,C525,USA,93,13,0.0
1215,2026-01-31,C233,USA,117,14,0.0
1216,2026-01-31,C111,Germany,195,19,39.0
1217,2026-01-31,C369,UK,83,19,16.6
1218,2026-02-01,C692,Germany,218,9,0.0
1219,2026-02-01,C315,USA,113,6,0.0
1220,2026-02-01,C289,USA,247,9,0.0
1221,2026-02-01,C582,UK,199,9,0.0
1222,2026-02-01,C446,Germany,161,8,0.0
1223,2026-02-01,C137,UK,143,19,28.6
1224,2026-02-02,C229,UK,292,19,58.400000000000006
1225,2026-02-02,C732,UK,55,6,11.0
1226,2026-02-02,C118,USA,53,19,0.0
1227,2026-02-02,C574,USA,143,12,0.0
1228,2026-02-02,C392,Germany,243,19,0.0
1229,2026-02-02,C645,Germany,228,17,45.6
1230,2026-02-02,C787,USA,203,10,40.6
1231,2026-02-03,C1,Germany,162,16,0.0
1232,2026-02-03,C139,UK,191,10,0.0
1233,2026-02-03,C259,USA,149,17,0.0
1234,2026-02-03,C10,USA,183,6,36.6
1235,2026-02-03,C13,Germany,200,14,40.0
1236,2026-02-03,C613,USA,133,5,0.0
1237,2026-02-03,C550,UK,66,13,0.0
1238,2026-02-03,C581,Germany,212,18,0.0
1239,2026-02-04,C376,UK,285,6,0.0
1240,2026-02-04,C547,USA,186,6,37.2
1241,2026-02-04,C349,UK,89,10,17.8
1242,2026-02-04,C798,UK,154,9,0.0
1243,2026-02-04,C379,Germany,262,9,0.0
1244,2026-02-04,C601,USA,203,18,40.6
1245,2026-02-04,C296,UK,91,13,0.0
1246,2026-02-04,C691,USA,153,18,30.6
1247,2026-02-05,C665,USA,72,19,0.0
1248,2026-02-05,C616,UK,274,19,0.0
1249,2026-02-05,C646,UK,88,7,0.0
1250,2026-02-05,C554,UK,184,7,36.8
1251,2026-02-05,C478,UK,160,17,0.0
1252,2026-02-06,C441,USA,213,17,0.0
1253,2026-02-06,C289,Germany,278,15,0.0
1254,2026-02-06,C522,USA,245,10,0.0
1255,2026-02-06,C118,Germany,172,14,0.0
1256,2026-02-06,C228,USA,190,19,0.0
1257,2026-02-06,C15,USA,265,8,53.0
1258,2026-02-06,C47,USA,185,9,0.0
1259,2026-02-07,C755,Germany,204,19,0.0
1260,2026-02-07,C660,UK,92,15,0.0
1261,2026-02-07,C134,UK,123,12,0.0
1262,2026-02-07,C363,Germany,96,14,0.0
1263,2026-02-07,C210,USA,190,12,0.0
1264,2026-02-07,C683,USA,274,19,54.8
1265,2026-02-08,C604,UK,121,19,0.0
1266,2026-02-08,C51,USA,171,13,0.0
1267,2026-02-08,C726,UK,255,12,0.0
1268,2026-02-08,C613,USA,200,5,0.0
1269,2026-02-08,C182,UK,139,18,27.8
1270,2026-02-08,C567,UK,106,5,0.0
1271,2026-02-08,C431,USA,217,19,0.0
1272,2026-02-08,C436,USA,102,13,0.0
1273,2026-02-08,C575,USA,166,14,0.0
1274,2026-02-09,C210,UK,124,10,0.0
1275,2026-02-09,C640,UK,211,15,0.0
1276,2026-02-09,C179,Germany,236,16,0.0
1277,2026-02-09,C180,Germany,201,13,0.0
1278,2026-02-09,C177,USA,294,12,0.0
1279,2026-02-09,C666,Germany,112,15,0.0
1280,2026-02-10,C84,USA,98,11,0.0
1281,2026-02-10,C342,UK,226,8,0.0
1282,2026-02-10,C327,USA,238,12,0.0
1283,2026-02-10,C215,UK,273,17,0.0
1284,2026-02-10,C318,Germany,172,12,0.0
1285,2026-02-10,C477,Germany,78,5,0.0
1286,2026-02-10,C18,USA,193,12,0.0
1287,2026-02-10,C194,Germany,127,7,0.0
1288,2026-02-10,C222,Germany,269,5,0.0
1289,2026-02-11,C264,USA,112,8,0.0
1290,2026-02-11,C778,Germany,104,11,0.0
1291,2026-02-11,C380,USA,260,18,0.0
1292,2026-02-11,C178,UK,136,11,27.200000000000003
1293,2026-02-11,C313,UK,142,12,0.0
1294,2026-02-11,C443,UK,116,12,0.0
1295,2026-02-11,C239,USA,121,10,0.0
1296,2026-02-12,C264,Germany,100,5,20.0
1297,2026-02-12,C288,Germany,84,12,0.0
1298,2026-02-12,C165,Germany,284,8,56.8
1299,2026-02-12,C7,Germany,262,18,0.0
1300,2026-02-12,C85,UK,56,5,0.0
1301,2026-02-12,C548,USA,161,17,0.0
1302,2026-02-12,C709,UK,237,6,0.0
1303,2026-02-13,C119,USA,179,7,0.0
1304,2026-02-13,C734,USA,86,10,17.2
1305,2026-02-13,C500,Germany,275,9,55.0
1306,2026-02-13,C593,Germany,135,16,27.0
1307,2026-02-13,C727,USA,207,12,0.0
1308,2026-02-13,C526,USA,163,7,0.0
1309,2026-02-14,C201,Germany,286,13,0.0
1310,2026-02-14,C4,Germany,71,15,0.0
1311,2026-02-14,C610,UK,235,17,0.0
1312,2026-02-14,C146,USA,86,15,0.0
1313,2026-02-14,C34,USA,91,8,0.0
1314,2026-02-14,C378,UK,214,13,0.0
1315,2026-02-15,C27,USA,155,10,0.0
1316,2026-02-15,C168,Germany,80,10,0.0
1317,2026-02-15,C455,Germany,61,17,0.0
1318,2026-02-15,C476,Germany,222,5,0.0
1319,2026-02-15,C130,Germany,171,18,34.2
1320,2026-02-15,C693,UK,156,5,0.0
1321,2026-02-15,C779,UK,75,17,0.0
1322,2026-02-15,C744,UK,213,5,0.0
1323,2026-02-15,C623,Germany,103,6,0.0
1324,2026-02-16,C548,UK,105,5,0.0
1325,2026-02-16,C244,UK,197,7,0.0
1326,2026-02-16,C365,UK,130,18,0.0
1327,2026-02-16,C450,USA,275,13,0.0
1328,2026-02-16,C17,USA,122,13,24.4
1329,2026-02-16,C616,Germany,266,17,0.0
1330,2026-02-16,C131,Germany,74,11,0.0
1331,2026-02-16,C435,Germany,278,16,55.6
1332,2026-02-16,C275,USA,151,6,30.200000000000003
1333,2026-02-17,C17,Germany,236,15,0.0
1334,2026-02-17,C12,Germany,106,11,0.0
1335,2026-02-17,C776,UK,129,12,0.0
1336,2026-02-17,C485,Germany,198,5,0.0
1337,2026-02-17,C537,Germany,257,10,51.400000000000006
1338,2026-02-17,C571,Germany,138,16,0.0
1339,2026-02-17,C47,Germany,282,17,0.0
1340,2026-02-17,C794,USA,65,11,0.0
1341,2026-02-18,C629,UK,184,18,0.0
1342,2026-02-18,C498,UK,186,7,37.2
1343,2026-02-18,C223,Germany,264,17,0.0
1344,2026-02-18,C402,UK,165,11,0.0
1345,2026-02-18,C526,UK,283,11,0.0
1346,2026-02-18,C188,USA,201,7,40.2
1347,2026-02-19,C183,UK,180,9,0.0
1348,2026-02-19,C497,USA,157,11,0.0
1349,2026-02-19,C722,USA,263,13,0.0
1350,2026-02-19,C108,Germany,65,17,0.0
1351,2026-02-19,C170,Germany,243,11,0.0
1352,2026-02-19,C781,USA,207,15,0.0
1353,2026-02-20,C39,Germany,209,7,0.0
1354,2026-02-20,C477,Germany,293,17,0.0
1355,2026-02-20,C272,UK,294,16,0.0
1356,2026-02-20,C359,USA,170,14,0.0
1357,2026-02-20,C3,USA,114,18,0.0
1358,2026-02-20,C324,Germany,191,12,0.0
1359,2026-02-21,C585,UK,202,5,0.0
1360,2026-02-21,C140,UK,98,13,19.6
1361,2026-02-21,C380,Germany,299,9,0.0
1362,2026-02-21,C302,UK,88,12,0.0
1363,2026-02-21,C153,UK,111,17,0.0
1364,2026-02-21,C584,USA,101,8,0.0
1365,2026-02-21,C243,USA,112,10,0.0
1366,2026-02-21,C226,USA,159,14,0.0
1367,2026-02-21,C506,UK,267,13,0.0
1368,2026-02-22,C727,USA,54,10,0.0
1369,2026-02-22,C753,USA,58,7,11.6
1370,2026-02-22,C690,Germany,172,14,0.0
1371,2026-02-22,C3,UK,111,5,22.200000000000003
1372,2026-02-22,C89,USA,279,17,55.8
1373,2026-02-22,C610,UK,117,18,0.0
1374,2026-02-22,C635,USA,154,12,0.0
1375,2026-02-22,C738,Germany,186,7,0.0
1376,2026-02-22,C537,USA,58,19,11.6
1377,2026-02-23,C124,UK,236,6,47.2
1378,2026-02-23,C176,Germany,87,12,0.0
1379,2026-02-23,C316,USA,195,10,0.0
1380,2026-02-23,C593,Germany,77,9,0.0
1381,2026-02-23,C318,USA,89,17,17.8
1382,2026-02-23,C568,Germany,164,14,0.0
1383,2026-02-23,C749,USA,89,15,0.0
1384,2026-02-24,C353,UK,129,12,25.8
1385,2026-02-24,C363,USA,108,13,0.0
1386,2026-02-24,C356,UK,138,9,0.0
1387,2026-02-24,C7,USA,204,10,40.8
1388,2026-02-24,C761,UK,284,17,0.0
1389,2026-02-24,C394,UK,80,11,0.0
1390,2026-02-24,C82,Germany,230,18,0.0
1391,2026-02-25,C224,USA,270,16,0.0
1392,2026-02-25,C233,USA,95,15,0.0
1393,2026-02-25,C700,USA,153,19,0.0
1394,2026-02-25,C414,UK,212,10,0.0
1395,2026-02-25,C412,UK,123,13,24.6
1396,2026-02-25,C278,Germany,271,9,0.0
1397,2026-02-25,C17,Germany,117,15,23.4
1398,2026-02-25,C705,Germany,194,14,0.0
1399,2026-02-25,C210,Germany,267,12,0.0
1400,2026-02-26,C227,USA,253,8,0.0
1401,2026-02-26,C33,Germany,253,11,0.0
1402,2026-02-26,C459,Germany,160,19,32.0
1403,2026-02-26,C430,Germany,264,14,0.0
1404,2026-02-26,C99,USA,78,8,0.0
1405,2026-02-26,C797,USA,282,11,0.0
1406,2026-02-26,C130,UK,124,8,24.8
1407,2026-02-26,C459,UK,255,8,0.0
1408,2026-02-26,C748,USA,244,5,0.0
1409,2026-02-27,C84,Germany,96,9,0.0
1410,2026-02-27,C387,UK,196,13,0.0
1411,2026-02-27,C527,Germany,50,14,10.0
1412,2026-02-27,C793,Germany,238,7,47.6
1413,2026-02-27,C539,Germany,64,16,12.8
1414,2026-02-27,C309,UK,266,5,0.0
1415,2026-02-27,C199,UK,76,18,0.0
1416,2026-02-27,C536,Germany,142,16,0.0
1417,2026-02-27,C527,USA,180,8,0.0
1418,2026-02-28,C740,USA,175,16,35.0
1419,2026-02-28,C726,Germany,215,13,43.0
1420,2026-02-28,C344,UK,294,9,0.0
1421,2026-02-28,C72,USA,113,17,0.0
1422,2026-02-28,C338,Germany,67,18,13.4
1423,2026-03-01,C102,USA,94,13,0.0
1424,2026-03-01,C691,USA,185,15,0.0
1425,2026-03-01,C46,UK,194,16,0.0
1426,2026-03-01,C92,USA,129,10,0.0
1427,2026-03-01,C242,USA,251,12,50.2
1428,2026-03-01,C745,USA,51,5,0.0
1429,2026-03-01,C116,Germany,207,5,0.0
1430,2026-03-02,C686,Germany,215,11,0.0
1431,2026-03-02,C106,UK,291,19,0.0
1432,2026-03-02,C317,UK,221,5,44.2
1433,2026-03-02,C774,USA,172,10,0.0
1434,2026-03-02,C553,Germany,152,19,30.4
1435,2026-03-02,C690,Germany,253,12,50.6
1436,2026-03-03,C383,UK,111,19,0.0
1437,2026-03-03,C390,Germany,252,8,50.400000000000006
1438,2026-03-03,C515,UK,71,14,0.0
1439,2026-03-03,C14,UK,90,16,0.0
1440,2026-03-03,C87,USA,259,10,51.8
1441,2026-03-03,C122,UK,74,17,0.0
1442,2026-03-03,C685,USA,104,18,20.8
1443,2026-03-03,C288,UK,168,9,0.0
1444,2026-03-04,C723,Germany,131,10,0.0
1445,2026-03-04,C59,UK,86,12,0.0
1446,2026-03-04,C35,USA,205,14,0.0
1447,2026-03-04,C207,USA,142,10,0.0
1448,2026-03-04,C725,UK,184,16,0.0
1449,2026-03-04,C404,USA,235,17,47.0
1450,2026-03-04,C382,Germany,53,16,10.6
1451,2026-03-04,C617,Germany,226,7,45.2
1452,2026-03-05,C335,Germany,147,8,0.0
1453,2026-03-05,C755,UK,213,10,0.0
1454,2026-03-05,C268,UK,235,10,0.0
1455,2026-03-05,C21,UK,286,6,57.2
1456,2026-03-05,C520,Germany,274,7,0.0
1457,2026-03-05,C526,Germany,136,14,27.200000000000003
1458,2026-03-05,C553,Germany,51,11,0.0
1459,2026-03-05,C623,Germany,295,16,0.0
1460,2026-03-05,C84,Germany,297,11,0.0
1461,2026-03-06,C28,Germany,172,13,0.0
1462,2026-03-06,C449,USA,212,9,0.0
1463,2026-03-06,C395,Germany,200,19,0.0
1464,2026-03-06,C592,Germany,244,10,0.0
1465,2026-03-06,C361,USA,142,14,28.4
1466,2026-03-07,C513,USA,69,12,0.0
1467,2026-03-07,C284,USA,113,10,22.6
1468,2026-03-07,C204,USA,156,9,0.0
1469,2026-03-07,C556,UK,98,5,19.6
1470,2026-03-07,C251,USA,256,10,51.2
1471,2026-03-07,C642,USA,197,6,0.0
1472,2026-03-07,C797,USA,86,8,0.0
1473,2026-03-07,C485,USA,168,7,0.0
1474,2026-03-07,C691,Germany,108,9,0.0
1475,2026-03-08,C242,UK,283,8,0.0
1476,2026-03-08,C217,Germany,92,18,0.0
1477,2026-03-08,C223,UK,78,13,0.0
1478,2026-03-08,C428,Germany,220,6,0.0
1479,2026-03-08,C638,USA,133,11,26.6
1480,2026-03-08,C375,Germany,101,6,0.0
1481,2026-03-08,C776,USA,134,5,0.0
1482,2026-03-08,C495,Germany,145,10,0.0
1483,2026-03-09,C218,UK,242,11,0.0
1484,2026-03-09,C145,Germany,251,18,0.0
1485,2026-03-09,C588,UK,185,19,37.0
1486,2026-03-09,C1,UK,121,13,0.0
1487,2026-03-09,C304,USA,80,18,0.0
1488,2026-03-09,C220,Germany,154,14,0.0
1489,2026-03-10,C585,USA,241,10,0.0
1490,2026-03-10,C781,USA,218,13,43.6
1491,2026-03-10,C489,UK,294,17,0.0
1492,2026-03-10,C102,Germany,117,6,0.0
1493,2026-03-10,C454,Germany,181,10,0.0
1494,2026-03-10,C279,UK,131,17,0.0
1495,2026-03-11,C455,USA,124,5,24.8
1496,2026-03-11,C76,Germany,262,19,0.0
1497,2026-03-11,C605,USA,248,19,0.0
1498,2026-03-11,C497,UK,210,5,42.0
1499,2026-03-11,C267,UK,221,10,0.0
1500,2026-03-11,C777,UK,249,18,0.0
1501,2026-03-11,C450,Germany,134,14,26.8
1502,2026-03-11,C154,USA,205,9,0.0
1503,2026-03-11,C304,USA,61,9,0.0
1504,2026-03-12,C343,Germany,277,19,0.0
1505,2026-03-12,C427,USA,95,6,19.0
1506,2026-03-12,C336,UK,70,11,0.0
1507,2026-03-12,C793,UK,166,16,0.0
1508,2026-03-12,C789,USA,100,19,20.0
1509,2026-03-12,C334,USA,263,7,0.0
1510,2026-03-12,C494,UK,245,9,49.0
1511,2026-03-12,C291,Germany,206,19,41.2
1512,2026-03-13,C589,Germany,207,6,0.0
1513,2026-03-13,C263,UK,138,18,0.0
1514,2026-03-13,C159,UK,157,14,0.0
1515,2026-03-13,C445,Germany,240,12,0.0
1516,2026-03-13,C452,Germany,233,8,46.6
1517,2026-03-13,C172,USA,56,10,0.0
1518,2026-03-13,C141,UK,155,19,0.0
1519,2026-03-13,C726,USA,199,10,0.0
1520,2026-03-14,C378,USA,58,19,0.0
1521,2026-03-14,C152,USA,174,14,34.800000000000004
1522,2026-03-14,C580,Germany,203,15,0.0
1523,2026-03-14,C60,UK,201,7,40.2
1524,2026-03-14,C676,Germany,251,13,0.0
1525,2026-03-14,C581,UK,274,11,0.0
1526,2026-03-15,C673,UK,276,16,0.0
1527,2026-03-15,C432,USA,198,5,0.0
1528,2026-03-15,C455,UK,192,7,38.400000000000006
1529,2026-03-15,C77,USA,187,13,0.0
1530,2026-03-15,C770,UK,234,18,0.0
1531,2026-03-16,C374,USA,195,7,0.0
1532,2026-03-16,C459,UK,216,13,0.0
1533,2026-03-16,C531,Germany,73,16,0.0
1534,2026-03-16,C167,USA,151,14,30.200000000000003
1535,2026-03-16,C741,USA,287,8,57.400000000000006
1536,2026-03-16,C648,USA,213,7,0.0
1537,2026-03-16,C708,USA,172,10,0.0
1538,2026-03-16,C517,UK,98,16,0.0
1539,2026-03-16,C230,Germany,209,9,41.8
1540,2026-03-17,C58,UK,295,16,0.0
1541,2026-03-17,C727,Germany,135,10,0.0
1542,2026-03-17,C354,UK,151,5,0.0
1543,2026-03-17,C662,Germany,79,8,15.8
1544,2026-03-17,C477,UK,85,9,0.0
1545,2026-03-17,C208,Germany,96,13,0.0
1546,2026-03-17,C55,USA,239,18,0.0
1547,2026-03-18,C656,Germany,185,8,0.0
1548,2026-03-18,C627,Germany,286,11,57.2
1549,2026-03-18,C248,USA,54,8,10.8
1550,2026-03-18,C84,Germany,170,18,0.0
1551,2026-03-18,C743,USA,199,6,39.8
1552,2026-03-18,C500,Germany,294,16,0.0
1553,2026-03-18,C663,Germany,191,8,0.0
1554,2026-03-18,C341,Germany,286,6,0.0
1555,2026-03-19,C180,Germany,298,13,0.0
1556,2026-03-19,C466,UK,200,14,40.0
1557,2026-03-19,C143,Germany,55,7,0.0
1558,2026-03-19,C490,UK,109,9,21.8
1559,2026-03-19,C594,USA,98,14,0.0
1560,2026-03-19,C670,Germany,84,18,16.8
1561,2026-03-19,C7,Germany,183,7,36.6
1562,2026-03-20,C578,UK,192,9,0.0
1563,2026-03-20,C206,Germany,179,7,0.0
1564,2026-03-20,C793,USA,59,13,0.0
1565,2026-03-20,C95,Germany,103,5,20.6
1566,2026-03-20,C238,USA,114,18,22.8
1567,2026-03-21,C25,USA,180,7,0.0
1568,2026-03-21,C537,UK,166,6,33.2
1569,2026-03-21,C12,USA,117,17,23.4
